品牌,型号,颜色,价格,CPU,内存,电池容量,操作系统,摄影,好评率
华为,华为Ascend GX1（SC-CL00/电信4G）,机身颜色黑色，白色  ,600,CPU型号高通 骁龙410（MSM8916）,后置摄像头1 8GB ,3500mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：200万像素传感器类型CMOS闪光灯LED补光灯,5.4星
华为,华为G9青春版（VNS-DL00/联通4G）,机身颜色白色，黑色，金色  ,868,CPU型号海思 Kirin 650,3GB 16GB ,3000mAh,操作系统Android 6.0,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：800万像素光圈微距7cmcm传感器类型堆栈式 CMOS闪光灯LED补光灯其他摄像头参数主摄像头支持640*480 120FPS慢动作摄像，支持720p延时摄影,7.1星
华为,华为Y310,机身颜色黑色  ,300,空,512MB 512MB ,1500mAh,操作系统安卓,摄像头像素300万像素传感器类型CMOS,5.4星
华为,华为T1201,机身颜色白色  ,240,空,,空,操作系统安卓,摄像头摄像头总数1像素30万像素,6.7星
华为,华为C8650+,机身颜色黑色  ,460,CPU型号高通 骁龙Snapdragon MSM7627,高通 骁龙Snapdragon MS RAM容量 512MB ,1250mAh,操作系统安卓,摄像头摄像头总数1像素300万像素传感器类型CMOS,6.1星
华为,华为G730-L075（移动4G）,机身颜色蓝色  ,699,CPU型号高通 骁龙（MSM8926）,1GB 4GB ,2300mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：200万像素传感器类型CMOS闪光灯LED补光灯,8.2星
华为,华为Y500,机身颜色黑色  ,580,空,512MB 2GB ,1730mAh,操作系统安卓,摄像头像素300万像素传感器类型CMOS,4.4星
华为,华为Y330-C00（电信版）,机身颜色黑色，白色  ,380,CPU型号高通 骁龙Snapdragon MSM8610,高通 骁龙Snapdragon MS RAM容量 4GB ,1350mAh,操作系统安卓,摄像头摄像头总数1像素200万像素传感器类型CMOS,8.2星
华为,华为Ascend P1 S,机身颜色黑色，白色，粉色  ,停产,CPU型号德州仪器 OMAP4460,1GB 4GB ,1800mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：130万像素传感器类型CMOS闪光灯支持,8.3星
华为,华为Y321C（电信版）,机身颜色黑色  ,400,CPU型号高通 骁龙Snapdragon MSM8625,高通 骁龙Snapdragon MS RAM容量 4GB ,1350mAh,操作系统安卓,摄像头摄像头总数1像素200万像素传感器类型CMOS,7.4星
华为,华为P8（GRA-CL10/高配版/电信4G）,机身颜色流光金色，苍穹黑色，皓月银色，暮光紫色，栖霞粉色  ,2450,CPU型号海思 麒麟 935,3GB 64GB ,2680mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：800万像素光圈后置摄像头1：前置摄像头1：传感器类型CMOS闪光灯LED补光灯（双色温）其他摄像头参数流光快门（含车水马龙、光绘涂鸦、丝绢流水、绚丽星轨），魅我，美肤，超级夜景，全景，HDR，水印，有声照片连拍优选，水印照片，熄屏快拍，笑脸抓拍，声控拍照，定时拍照，触摸拍照，情景智能，除雾滤镜,7.7星
华为,华为U8650（Sonic）,机身颜色黑色，白色  ,710,CPU型号高通 骁龙Snapdragon MSM7227,高通 骁龙Snapdragon MS RAM容量 512MB ,1250mAh,操作系统安卓,摄像头摄像头总数1像素320万像素传感器类型CMOS,5.8星
华为,华为T8828,机身颜色黑色  ,540,空,后置摄像头1 4GB ,1500mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS,5.3星
华为,华为Ascend D2（D2-0082/16GB）,机身颜色晶石白色，锆石蓝色  ,1299,CPU型号海思K3V2,2GB 16GB ,3000mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：130万像素传感器类型CMOS闪光灯LED补光灯,7.3星
华为,华为G610+（联通版）,机身颜色白色  ,700,CPU型号联发科 MT6589M,1GB 4GB ,2100mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,8.3星
华为,华为C8816D（电信版）,机身颜色灰色，白色，蓝色  ,678,CPU型号高通 骁龙Snapdragon MSM8612,后置摄像头1 4GB ,2000mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,8.4星
华为,华为Y300C（C8833/电信版）,机身颜色黑色  ,600,CPU型号高通 骁龙Snapdragon MSM8625,高通 骁龙Snapdragon MS RAM容量 4GB ,1730mAh,操作系统安卓,摄像头摄像头总数1像素300万像素传感器类型CMOS,7.1星
华为,华为C8813D（电信版）,机身颜色幻影黑色，陶瓷白色，爱马仕红，活力黄，自由蓝  ,899,CPU型号高通 骁龙Snapdragon MSM8625,后置摄像头1 4GB ,1700mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,6.9星
华为,华为G620（L72/联通4G）,机身颜色黑色  ,650,CPU型号高通 骁龙（MSM8926）,1GB 4GB ,2000mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,7.0星
华为,华为5800,机身颜色黑色  ,900,CPU型号Hisilicon K3,,空,操作系统安卓,摄像头摄像头总数1像素320万像素传感器类型CMOS,7.0星
华为,华为Ascend P7（蓝宝石版/电信4G）,机身颜色黑色，白色  ,1499,CPU型号海思 Kirin 910T,2GB 16GB ,2500mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：800万像素传感器类型CMOS闪光灯LED补光灯,7.8星
华为,华为U7520,机身颜色白色，灰色，红色，蓝色，橙色  ,340,空,,1000mAh,操作系统安卓,nan,5.8星
华为,华为Ascend P6（8GB/移动3G）,机身颜色黑色，白色，粉色  ,1000,CPU型号海思K3V2E,2GB 8GB ,2000mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：500万像素光圈传感器类型CMOS闪光灯LED补光灯,7.9星
华为,华为T9510E Ascend D1 四核 XL（移动版）,机身颜色黑色，白色  ,2250,CPU型号海思K3V2,1GB 8GB ,2600mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：130万像素传感器类型CMOS闪光灯LED补光灯（双）,8.4星
华为,华为G5000,机身颜色黑色  ,279,空,128MB ,1000mAh,操作系统安卓,摄像头摄像头总数1像素30万像素传感器类型CMOS,8.0星
华为,华为T1000,机身颜色黑色  ,停产,空,,空,操作系统安卓,nan,无评价
华为,华为Y3 2017（全网通）,机身颜色金色，粉色，蓝色，白色，灰色  ,停产,CPU型号联发科 MT6737M,1GB 8GB ,2200mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：200万像素传感器类型CMOS闪光灯LED补光灯,无评价
华为,华为Y511（联通版）,机身颜色黑色，白色  ,460,CPU型号联发科 MT6572,512MB 4GB ,1730mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：300万像素前置摄像头1：30万像素传感器类型CMOS,6.4星
华为,华为U5900,机身颜色摩卡黑色  ,780,空,,后置摄像头1,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：200万像素前置摄像头1：30万像素传感器类型CMOS,无评价
华为,华为C8800,机身颜色黑色，白色  ,990,CPU型号高通 骁龙Snapdragon MSM7627T,高通 骁龙Snapdragon MS RAM容量 512MB ,1500mAh,操作系统安卓,摄像头摄像头总数1像素500万像素传感器类型CMOS闪光灯LED补光灯,7.7星
华为,华为C8826D（G500C）,机身颜色黑色，白色  ,1239,空,后置摄像头1 4GB ,1930mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,5.4星
华为,华为T8100,机身颜色黑色  ,300,CPU型号STE T6719,256MB 512MB ,1200mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：300万像素前置摄像头1：30万像素传感器类型CMOS,5.8星
华为,华为T8600,机身颜色黑色，蓝色  ,350,空,后置摄像头1 ,1250mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：320万像素前置摄像头1：30万像素传感器类型CMOS,6.6星
华为,华为C5900,机身颜色摩卡灰，闪耀绿  ,710,CPU型号高通 骁龙Snapdragon QSC6085,,高通 骁龙Snapdragon QS 电池容量,操作系统安卓,摄像头摄像头总数1像素200万像素传感器类型CMOS,7.3星
华为,华为Mate 8 Small（移动4G）,,停产,CPU型号海思 Kirin 950,3GB 32GB ,空,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：1600万像素前置摄像头1：800万像素传感器类型CMOS闪光灯LED补光灯,8.0星
华为,华为T3060,机身颜色黑色，白色  ,500,空,64MB 128MB ,空,操作系统安卓,摄像头摄像头总数1像素30万像素传感器类型CMOS,6.0星
华为,华为G730-C00（电信版）,机身颜色白色  ,700,CPU型号高通 骁龙Snapdragon MSM8625Q,后置摄像头1 4GB ,空,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,8.2星
华为,华为Pillar,机身颜色黑色  ,停产,空,,空,操作系统安卓,摄像头传感器类型CMOS,无评价
华为,华为Y600（联通版）,机身颜色黑色  ,560,CPU型号联发科 MT6572A,512MB 4GB ,2100mAh,操作系统安卓,摄像头像素500万像素传感器类型CMOS,7.9星
华为,华为G9 Plus（MLA-TL00/移动4G）,机身颜色月光银，铂雅金  ,880,CPU型号高通 骁龙625（MSM8953）,后置摄像头1 32GB ,3340mAh,操作系统Android 6.0,摄像头摄像头总数2像素后置摄像头1：1600万像素前置摄像头1：800万像素前置拍照功能美妆，全景，HDR，水印，有声照片，熄屏快拍，连拍优选，笑脸抓拍，声控拍照，定时拍照，触摸拍照，延时摄影传感器类型CMOS闪光灯LED补光灯（双色温）,6.6星
华为,华为G520-0000（联通版）,机身颜色黑色，白色  ,780,CPU型号高通 骁龙Snapdragon MSM8225Q,后置摄像头1 4GB ,1700mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS,5.5星
华为,华为Y516（移动3G）,机身颜色白色  ,550,CPU型号联发科 MT6582M,512MB 4GB ,1730mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS,6.4星
华为,华为C5735,机身颜色黑色，白色  ,400,空,128MB ,空,操作系统安卓,摄像头摄像头总数1像素30万像素传感器类型CMOS,6.9星
华为,华为5080,机身颜色银色  ,340,空,,850mAh,操作系统安卓,nan,无评价
华为,华为C5720,机身颜色白绿色  ,400,空,,800mAh,操作系统安卓,摄像头摄像头总数1像素130万像素传感器类型CMOS,5.0星
华为,华为C8817L,,720,CPU型号高通 骁龙（MSM8926）,1GB 4GB ,2000mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,6.7星
华为,华为C8600-1,机身颜色黑色，白色  ,停产,空,,1500mAh,操作系统安卓,摄像头传感器类型CMOS,7.4星
华为,华为Y6 2017（全网通）,机身颜色白色  ,停产,CPU型号联发科 MT6737T,2GB 16GB ,3000mAh,操作系统安卓,摄像头摄像头总数2传感器类型CMOS闪光灯LED补光灯,6.0星
华为,华为S8520,机身颜色棕色  ,670,CPU型号高通 骁龙Snapdragon MSM7627,高通 骁龙Snapdragon MS RAM容量 512MB ,1400mAh,操作系统安卓,摄像头摄像头总数1像素320万像素传感器类型CMOS,5.0星
华为,华为F561,机身颜色白色  ,停产,空,,800mAh,操作系统安卓,nan,无评价
华为,华为C8550,机身颜色黑色，香槟金色  ,599,CPU型号高通 骁龙Snapdragon MSM7625,高通 骁龙Snapdragon MS RAM容量 512MB ,1050mAh,操作系统安卓,摄像头摄像头总数1像素300万像素传感器类型CMOS,2.0星
华为,华为U1310,机身颜色白色  ,1100,空,,后置摄像头1,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：200万像素前置摄像头1：30万像素传感器类型CMOS,无评价
华为,华为U1860,机身颜色银色+绿色  ,499,CPU型号高通 骁龙Snapdragon QSC6270,后置摄像头1 128MB ,1000mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：320万像素前置摄像头1：30万像素传感器类型CMOS,6.0星
华为,华为Vision（U8850/远见）,机身颜色黑色  ,670,CPU型号高通 骁龙Snapdragon MSM8255,后置摄像头1 2GB ,1400mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,6.4星
华为,华为G629（双4G）,机身颜色白色，灰色，金色  ,559,CPU型号联发科 MT6752,1GB 8GB ,2000mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：200万像素传感器类型CMOS闪光灯LED补光灯,3.8星
华为,华为Ascend W3,机身颜色黑色  ,停产,空,后置摄像头1 16GB ,2800mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：130万像素传感器类型CMOS,8.0星
华为,华为Ascend W1-C00（电信版）,机身颜色黑色，白色，红色，蓝色  ,750,CPU型号高通 骁龙Snapdragon MSM8230,后置摄像头1 4GB ,2020mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,6.4星
华为,华为C5600,机身颜色黑金色，白紫色，咖啡色  ,560,空,,800mAh,操作系统安卓,摄像头摄像头总数1像素200万像素传感器类型CMOS,5.3星
华为,华为Y210C（电信版）,机身颜色白色  ,510,CPU型号高通 骁龙Snapdragon MSM7625A,高通 骁龙Snapdragon MS RAM容量 512MB ,1700mAh,操作系统安卓,摄像头摄像头总数1像素200万像素传感器类型CMOS,4.4星
华为,华为U8150,机身颜色黑色，红色，蓝色，黄色  ,850,黑色，红色，蓝色，黄色 CPU频率,256MB 512MB ,空,操作系统安卓,摄像头摄像头总数1像素320万像素传感器类型CMOS,8.2星
华为,华为Ascend P7 Mini,机身颜色黑色，白色，粉红色，金色，蓝色  ,停产,CPU型号高通 骁龙Snapdragon MSM8212,高通 骁龙Snapdragon MS RAM容量 8GB ,2000mAh,操作系统安卓,摄像头摄像头总数1像素500万像素光圈后置摄像头1：前置摄像头1：摄像头特色五镜式镜头传感器类型普通CMOS闪光灯LED补光灯其他摄像头参数蓝玻璃镜面,5.8星
华为,华为Ascend P3,,停产,空,,2000mAh,操作系统安卓,摄像头摄像头总数2像素1300万像素传感器类型CMOS闪光灯LED补光灯,4.0星
华为,华为U8836D（G500 Pro 闪耀）,机身颜色黑色  ,1080,CPU型号联发科 MT6577,1GB 4GB ,1930mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,7.9星
华为,华为Ascend P6（P6-C00/16GB/电信3G）,机身颜色黑色，白色，粉色  ,800,CPU型号海思K3V2E,2GB 16GB ,2000mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：500万像素光圈传感器类型CMOS闪光灯LED补光灯,7.9星
华为,华为T8808D（Ascend G306T）,机身颜色灰黑色  ,900,CPU型号ARM Cortex-A5,512MB 1GB ,1500mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：300万像素前置摄像头1：30万像素传感器类型CMOS,3.5星
华为,华为Y518（移动3G）,机身颜色黑色，白色，灰色  ,400,CPU型号联发科 MT6582,512MB 4GB ,1730mAh,操作系统安卓,摄像头摄像头总数1像素500万像素传感器类型CMOS,8.3星
华为,华为Mate（2GB RAM/移动版）,机身颜色黑色，白色  ,1299,CPU型号海思 K3V2,2GB 8GB ,4050mAh,操作系统安卓,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：100万像素传感器类型CMOS闪光灯LED补光灯,8.4星
华为,华为C7189,机身颜色锖色  ,300,空,,1050mAh,操作系统安卓,nan,无评价
华为,华为G309T（T8830）,机身颜色深咖啡色  ,590,CPU型号联发科 MT6515,512MB 4GB ,1500mAh,操作系统安卓,摄像头摄像头总数1像素320万像素传感器类型CMOS,7.4星
华为,华为Ascend W2（W2-T00/移动版）,机身颜色黑色，蓝色，黄色，红色  ,600,CPU型号高通 骁龙Snapdragon MSM8230,高通 骁龙Snapdragon MS RAM容量 8GB ,1700mAh,操作系统安卓,摄像头像素500万像素传感器类型CMOS,9.1星
华为,华为T7100,机身颜色黑色  ,停产,空,,空,操作系统安卓,摄像头摄像头总数1像素30万像素传感器类型CMOS,无评价
华为,华为Y320T（移动3G）,机身颜色黑色  ,380,空,512MB 4GB ,1350mAh,操作系统安卓,摄像头像素200万像素传感器类型CMOS,6.5星
华为,华为EDGE,,停产,空,2GB 16GB/32GB ,2600mAh,操作系统安卓,摄像头像素1300万像素传感器类型CMOS闪光灯LED补光灯,6.0星
华为,华为U8300,机身颜色绿色，黄色，紫色  ,899,CPU型号高通 骁龙Snapdragon MSM7225,,空,操作系统安卓,摄像头摄像头总数1像素320万像素传感器类型CMOS闪光灯LED补光灯,6.0星
